2010-10-04	2011-01-25	2011-10-05	2011-10-12	2012-01-11	isolates
4.909149155685547	7.97446724987246	8.16439618133693	7.2643715269124725	13.794239831503754	Isolate_00601
11.12584852166666	16.36759424756257	21.489311060097354	18.934366603064934	28.434424042255	Isolate_00604
10.754699525980813	14.876096707935583	19.502094764685847	17.272318913044746	27.349461943509105	Isolate_00607
7.206533347376081	12.936290134631156	13.076140834535657	11.860512218566834	19.372438973462312	Isolate_00608
9.083348680422478	10.949362126344381	12.097601617157592	10.887994514197894	17.823750079919776	Isolate_00610
3.8792812426813694	9.414702553466736	12.503403815099652	11.195989362114453	13.648086023632935	Isolate_00611
12.388245369023274	13.625752495204441	21.17137466009867	16.880726936458014	25.840530909550452	Isolate_00660
9.289924343938996	11.45471479176003	15.540692228416345	13.628077660668831	22.3741520858824	Isolate_00663
3.1751928478160014	4.343038832992946	4.398206448886196	4.164871988520336	6.724953529013517	Isolate_00667
5.590008418731694	3.4990515817577896	6.514059589692359	5.058585496039494	7.797570040357137	Isolate_00701
4.853318568771192	4.528306966901177	6.320995231051039	5.119884112748922	10.120027682117241	Isolate_00750
3.107973525488708	2.7660994556160707	5.25676757925789	4.796821664067082	7.300097439051855	Isolate_00752
3.6944131725992455	5.917348695056127	6.206461438784192	5.424885047099896	10.549465177010383	Isolate_00810
4.689954173591893	5.583411399476765	5.788548929310637	5.03633142976973	9.12513913733754	Isolate_00814
6.468853005565553	17.543307255164503	16.936762174390218	18.720507088530702	28.29981369957628	Isolate_00908
2.9989588443474733	1.4086315633170554	2.2168743134062225	1.6826128379309044	2.5436083498623883	Isolate_01055
11.708508922719881	2.019810509839255	3.6669030478783347	2.5682953540782787	3.558149131169048	Isolate_01056
3.1049993676150183	1.4034502669060462	2.1587918180873706	1.6771636993360743	2.489814361264574	Isolate_01060
