isolate	2010-10-04	2011-01-25	2011-10-05	2011-10-12	2012-01-11
Isolate_00610	0.8822524606504065	0.38209875173076924	0.35409780028301885	0.4599891017821782	0.6565967161864407
Isolate_00611	2.337731496020408	0.5013270293181818	0.7833957909042553	0.7704424720994475	0.9784761307537688
Isolate_00660	0.4934792496969697	0.17187009807894735	0.24223954102272727	0.24536834162962962	0.2879253308333333
Isolate_00663	0.3657905371681416	0.2140867530107527	0.3237128274789916	0.39242296901785717	0.4099006011764706
Isolate_00667	0.3729930043877551	0.2075108089261745	0.3221783967647059	0.33468294803468207	0.45717940792682926
Isolate_00701	0.39906343661800486	0.5211493650174103	1.0099466218866398	0.9499950797284346	0.9227492918421053
Isolate_00750	0.27691362948170734	0.23296985133802817	0.5514714890778099	0.5051003208563536	0.5215627570175438
Isolate_00752	0.802759535504886	0.3431270164044944	0.8163201208450704	0.72216378606414	0.7739395484615385
Isolate_00810	0.5653416041322314	0.20817748176470588	0.3791890554621849	0.3536605	0.3859475797297297
Isolate_00814	0.17905481686046512	0.08230151344827587	0.12927304241379312	0.11872609856521739	0.1329346644978166
Isolate_00908	0.34254448615384614	0.44569734143181816	0.3341503366990291	0.3712871106382979	0.4354540261904762
Isolate_01055	0.3576538118965517	0.27178855453125	0.3719448012857143	0.5773212169565217	0.7389565384
Isolate_01056	1.1209803026804124	0.43657115037037036	0.637766447755102	0.6000651254416961	0.6843053453757225
Isolate_01060	0.2738786627192982	0.29127358776119405	0.3370147135672515	0.45143482232142856	0.6498894777300613
